"","Title","News_Link","Date","Status","Status_Frequency"
"307","劳动人事部、财政部、公安部、中国银行关于台胞职工出境探亲待遇...","http://www.gwytb.gov.cn/gjstfg/201101/t20110104_1673086.htm",2020-11-13,"Compatriots",15
"308","39位台胞南麂岛“寻根”_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/local/201307/t20130701_4393441.htm",2020-11-13,"Compatriots",15
"309","国台办:我驻墨使馆积极救援地震中受困台胞_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/201709/t20170927_11847599.htm",2017-09-27,"Compatriots",1
"310","萍乡市委台办春节走访慰问台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201701/t20170120_11683953.htm",2020-11-13,"Compatriots",15
"311","镇江首张卡式台胞证签发_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201510/t20151009_10802508.htm",2015-10-09,"Compatriots",1
"312","武汉台办:台卫生机构应对台胞确诊病例相关情况作出说明_中共中央...","http://www.gwytb.gov.cn/wyly/202002/t20200208_12240394.htm",2020-02-08,"Compatriots",2
"313","洛阳市台联举办第十届台胞台属夏令营活动_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/lajlwl/trueth/201308/t20130802_4538700.htm",2020-11-13,"Compatriots",15
"314","台胞可在豫申请个体户_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/service/201512/t20151229_11337830.htm",2015-12-29,"Compatriots",1
"315","漳台族谱对接 圆台胞“寻根梦”_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/lajlwl/trueth/201301/t20130106_3516807.htm",2013-01-06,"Compatriots",1
"316","高法相关负责人:依法、公正、高效保护台胞合法权益_中共中央台湾...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886408.htm",2008-05-07,"Compatriots",1
"317","南宁市工商局开辟绿色通道办理台胞个体工商户登记_中共中央台湾...","http://www.gwytb.gov.cn/service/201604/t20160422_11441115.htm",2016-04-22,"Compatriots",1
"318","2012年来鲁台胞累计超260万人次_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/zn/crj/201301/t20130124_3581867.htm",2013-01-23,"Compatriots",1
"319","部分在鄂台胞将乘包机返回台湾_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/wyly/202002/t20200207_12240003.htm",2020-02-03,"Compatriots",1
"320","广州就推进落实“31条惠及台胞措施”开展调研_中共中央台湾工作...","http://www.gwytb.gov.cn/service/fwtqfa/201804/t20180426_11948676.htm",2020-11-12,"Compatriots",30
"321","海口发放首本5年有效台胞证 在琼台胞不出省便可换证_中共中央台湾...","http://www.gwytb.gov.cn/service/201307/t20130723_4488363.htm",2020-11-12,"Compatriots",30
"322","“跨越海峡·感知中原”——2015台胞青年中原行夏令营活动综述...","http://www.gwytb.gov.cn/local/201507/t20150722_10304913.htm",2015-07-22,"Compatriots",5
"323","江西铁路民警帮助八旬台胞寻亲_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201503/t20150323_9375206.htm",2020-11-12,"Compatriots",30
"324","大陆首家台胞社会法庭在河南成立_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201112/t20111223_2224104.htm",2011-12-22,"Compatriots",1
"325","台胞青年千人夏令营江西分营在南昌开营_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/local/201607/t20160714_11508578.htm",2016-07-14,"Compatriots",2
"326","山东省台胞权益保障交流团赴台考察取得积极成果_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201612/t20161220_11658198.htm",2020-11-12,"Compatriots",30
"327","全国台联2013年台胞青年千人夏令营成都分营开营_中共中央台湾工作...","http://www.gwytb.gov.cn/lajlwl/jykjjl/201307/t20130708_4420954.htm",2013-07-08,"Compatriots",1
"328","四川召开全省对台经济和台胞权益保护工作会议_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201606/t20160617_11485651.htm",2016-06-17,"Compatriots",1
"329","北京市台联2016年台胞青年冬令营正式开营_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/lajlwl/201601/t20160129_11378509.htm",2016-01-28,"Compatriots",3
"330","全国台联会长梁国扬:为台胞问政谋福我们义不容辞_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1731041.htm",2008-03-20,"Compatriots",1
"331","江苏首颁保护和促进台胞投资条例 台企可享受各项扶持政策_中共...","http://www.gwytb.gov.cn/service/201212/t20121228_3500312.htm",2012-12-28,"Compatriots",1
"332","怀化市鹤城区台办服务台胞台属落实到“最后一公里”_中共中央台湾...","http://www.gwytb.gov.cn/service/201410/t20141015_7658797.htm",2020-11-12,"Compatriots",30
"333","台胞将成为福建离境退税业务最大受益者_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201601/t20160128_11376472.htm",2020-11-12,"Compatriots",30
"334","台胞青年千人夏令营湖南分营在郴州苏仙区开营_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201507/t20150710_10234424.htm",2015-07-10,"Compatriots",1
"335","湖北省台办:民进党当局应正视在湖北台胞呼吁,尽快同意东航运送...","http://www.gwytb.gov.cn/wyly/202002/t20200220_12245621.htm",2020-02-20,"Compatriots",2
"336","2015年台胞青年千人夏令营贵州分营活动拉开序幕_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201507/t20150722_10304811.htm",2015-07-22,"Compatriots",5
"337","安徽首部保护台胞投资条例通过 2016年起实施_中共中央台湾工作...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967736.htm",2015-11-20,"Compatriots",1
"338","泰安市台办帮助台胞骨灰返乡_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201612/t20161228_11665322.htm",2020-11-12,"Compatriots",30
"339","鹰潭市委台办春节前夕走访慰问台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201701/t20170125_11687568.htm",2020-11-12,"Compatriots",30
"340","湘乡市完善维权联席会议机制着力维护台胞权益_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201408/t20140825_7088125.htm",2020-11-12,"Compatriots",30
"341","海协会与有关部门助长白山车祸伤亡台胞家属处理善后 _中共中央...","http://www.gwytb.gov.cn/tufashijian/201101/t20110105_1676257.htm",2020-11-12,"Compatriots",30
"342","厦门市思明区举办台胞驿站5·25周年庆暨台味地图启动仪式_中共...","http://www.gwytb.gov.cn/service/201605/t20160527_11468802.htm",2016-05-27,"Compatriots",1
"343","常德:返乡台胞共话常台发展_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/local/201704/t20170410_11741514.htm",2020-11-12,"Compatriots",30
"344","山东省台办召开服务台胞台企抓落实工作研商会_中共中央台湾工作...","http://www.gwytb.gov.cn/service/cxggjc/201509/t20150908_10627929.htm",2015-09-08,"Compatriots",1
"345","南宁市台商点赞大陆各部门出台的便利台胞政策措施_中共中央台湾...","http://www.gwytb.gov.cn/service/201705/t20170522_11786213.htm",2017-05-22,"Compatriots",2
"346","全国台联台胞青年千人夏令营湖北分营到枝江参观考察_中共中央台湾...","http://www.gwytb.gov.cn/local/201307/t20130711_4439696.htm",2013-07-11,"Compatriots",1
"347","广西南宁玉林等地开展新春走访台企慰问台胞活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201401/t20140129_5610525.htm",2014-01-29,"Compatriots",1
"348","桂林医院开通生命绿色通道成功救治突发心梗台胞_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201602/t20160229_11398021.htm",2020-11-12,"Compatriots",30
"349","广州越秀区台办积极为台胞子女入学提供服务_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201805/t20180521_11956694.htm",2020-11-12,"Compatriots",30
"350","上半年福建接待台胞近60万人次 同比增逾两成(2011.07.21)_中共...","http://www.gwytb.gov.cn/zlzx/tjsj/201107/t20110722_1931958.htm",2011-07-21,"Compatriots",1
"351","杭州“市民之家”熱心服務台胞獲贈錦旗_中共中央臺灣工作辦公室...","http://big5.gwytb.gov.cn/service/201808/t20180827_12051806.htm",2020-11-12,"Compatriots",30
"352","在京台胞举行新春同乐会_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/wyly/201101/t20110124_1730087.htm",2004-01-08,"Compatriots",1
"353","邵阳市各地台办春节前慰问困难台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201701/t20170126_11688678.htm",2020-11-12,"Compatriots",30
"354","公安部决定进一步方便台胞在大陆投资放宽限制简化手续_中共中央...","http://www.gwytb.gov.cn/zlzx/zchb/201101/t20110123_1725818.htm",1998-10-28,"Compatriots",1
"355","台湾旅客可使用“台胞证”入境澳门_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wl/zxzx_43786/201705/t20170515_11781394.htm",2017-04-05,"Compatriots",1
"356","河南省台办、省公安厅加急服务获台胞点赞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201808/t20180803_12043381.htm",2018-08-03,"Compatriots",1
"357","大力推动同等待遇 深化同胞心灵契合 “31条”给台胞实实在在获得...","http://www.gwytb.gov.cn/31t/bjzl/201807/t20180703_11971183.html",2018-06-06,"Compatriots",2
"358","台胞生命线,何时能提速?_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/jy_43772/re3/qt3/201710/t20171019_11854348.htm",2008-01-22,"Compatriots",1
"359","第五期海峡两岸青年台胞电商培训班在福州开班_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201707/t20170714_11819014.htm",2020-11-12,"Compatriots",30
"360","20位屈家故里台胞将启程来宜寻找“根的记忆”_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201405/t20140526_6216295.htm",2014-05-26,"Compatriots",1
"361","全国台联2017年台胞青年千人夏令营河南分营开营_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201707/t20170711_11817132.htm",2020-11-12,"Compatriots",30
"362","南宁市举办2016年台商台胞台属迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201601/t20160108_11360880.htm",2016-01-08,"Compatriots",1
"363","北京市顺义区相关部门救助受困台胞获赞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201412/t20141208_8288067.htm",2014-12-08,"Compatriots",1
"364","仪征市台办建立台商台胞台属全方位“畅联”机制_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201702/t20170220_11703477.htm",2017-02-15,"Compatriots",1
"365","四川省成都德阳遂宁等地举办台胞中秋联谊活动_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201709/t20170930_11848748.htm",2017-09-30,"Compatriots",1
"366","国台办:“台商一起来,融入大湾区”主题活动将助台胞台企共享机遇...","http://www.gwytb.gov.cn/wyly/201905/t20190529_12169174.htm",2019-05-29,"Compatriots",1
"367","预备在大陆高校就读的台胞,需要符合哪些条件?_中共中央台湾工作...","http://www.gwytb.gov.cn/jx/re2/lai2/201312/t20131230_5446781.htm",2020-11-12,"Compatriots",30
"368","哪些台胞可申请在大陆定居?_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jl/zxzx_43777/201512/t20151203_11156566.htm",2015-12-03,"Compatriots",7
"369","全国专利代理人资格考试 福州197名台胞参加_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8379528.htm",2013-07-10,"Compatriots",3
"370","武汉举办台胞端午联谊会畅叙亲情友情_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201705/t20170523_11787276.htm",2017-05-23,"Compatriots",1
"371","台盟中央、全国台联举行在京台胞新春同乐会_中共中央台湾工作办公...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886457.htm",2009-01-21,"Compatriots",1
"372","昆山南站实现卡式台胞证自助取票_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201703/t20170323_11729476.htm",2020-11-12,"Compatriots",30
"373","福建厦门海关设闽南语服务热线方便台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201311/t20131114_5206051.htm",2020-11-12,"Compatriots",30
"374","台胞如何报考证券业者资格_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/zzks/zcfg_43779/l_43892/201710/t20171019_11854364.htm",2008-05-05,"Compatriots",1
"375","情暖老台胞_中共中央台湾工作办公室、国务院台湾事务办公室","http://www.gwytb.gov.cn/service/201403/t20140312_5811299.htm",2020-11-12,"Compatriots",30
"376","国台办:高度重视维护海外台胞正当权益 积极提供领事保护和求助...","http://www.gwytb.gov.cn/wyly/201903/t20190327_12151777.htm",2019-03-27,"Compatriots",3
"377","台胞投资可从银行得到哪些帮助_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/jj/re6/la6/201710/t20171019_11854501.htm",2020-11-12,"Compatriots",30
"378","国台办海协会领导春节走访台胞,听取对发展两岸关系的愿望建议...","http://www.gwytb.gov.cn/wyly/201503/t20150311_9250777.htm",2015-03-11,"Compatriots",1
"379","宜兴市台办联合出入境大队为台胞解读免签注新政_中共中央台湾工作...","http://www.gwytb.gov.cn/service/gxtbsh/201507/t20150710_10230504.htm",2020-11-12,"Compatriots",30
"380","广州市海珠区为台胞子女就学提供一站式服务_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/201605/t20160523_11463653.htm",2020-11-12,"Compatriots",30
"381","台胞可在平潭申请最长5年居留签注_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8383720.htm",2013-10-18,"Compatriots",1
"382","国台办投诉协调局聘任台胞权益保护工作法律顾问_中共中央台湾工作...","http://www.gwytb.gov.cn/tbqy/zongshu/201808/t20180831_12053783.htm",2018-08-31,"Compatriots",2
"383","浙出台关于进一步做好台胞子女就读工作若干意见_中共中央台湾工作...","http://www.gwytb.gov.cn/local/201108/t20110801_1945436.htm",2020-11-12,"Compatriots",30
"384","国台办:台当局对“31条措施”所谓“因应策略”损害台胞台企利益福祉","http://www.gwytb.gov.cn/wyly/201803/t20180328_11937831.htm",2018-03-28,"Compatriots",1
"385","海外台胞可通过四种方式向驻外使领馆寻求领事保护与协助_中共中央...","http://www.gwytb.gov.cn/wyly/201912/t20191225_12227928.htm",2019-12-25,"Compatriots",2
"386","国台办、海协会领导近日走访慰问大陆台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201801/t20180131_11913536.htm",2018-01-31,"Compatriots",1
"387","国台办:聘请台湾仲裁员对保护台胞权益发挥积极作用_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201906/t20190626_12177771.htm",2019-06-26,"Compatriots",2
"388","大陆确诊的首例新冠肺炎台胞患者在深圳痊愈出院_中共中央台湾工作...","http://www.gwytb.gov.cn/m/news/202002/t20200212_12242296.htm",2020-02-12,"Compatriots",3
"389","台胞在大陆参保切实享受国家福利待遇_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201912/t20191211_12224784.htm",2019-12-11,"Compatriots",2
"390","100多名滞留湖北台胞29日晚从上海返回台湾_中共中央台湾工作办公...","http://www.gwytb.gov.cn/wyly/202003/t20200330_12260656.htm",2020-03-30,"Compatriots",2
"391","“客家祖地”龙岩设台胞权益保障法官工作室_中共中央台湾工作办公...","http://www.gwytb.gov.cn/tbqy/zongshu/201806/t20180622_11967746.htm",2017-12-29,"Compatriots",1
"392","南宁市台办看望慰问春节后返邕台商台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201702/t20170215_11699744.htm",2017-02-13,"Compatriots",1
"393","沈阳台办聘请台胞权益保护法律顾问_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/tbqy/201706/t20170623_11807247.htm",2020-11-12,"Compatriots",30
"394","民进党当局不同意滞留湖北台胞就近从武汉返回引起广大台胞强烈不满","http://www.gwytb.gov.cn/wyly/202003/t20200327_12260302.htm",2020-03-27,"Compatriots",1
"395","武汉市公安机关积极为台胞申办居住证提供便利_中共中央台湾工作...","http://www.gwytb.gov.cn/service/gxtbsh/201809/t20180912_12058502.htm",2018-09-12,"Compatriots",5
"396","南宁市举办台商台胞台属代表迎春座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180208_11922842.htm",2018-02-08,"Compatriots",1
"397","32、中国政府驻外机构怎样保护台胞利益?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zt/jqa/201103/t20110309_1778016.htm",2020-11-12,"Compatriots",30
"398","国台办:高法发布《若干措施》 台胞台企合法权益将进一步得到全面...","http://www.gwytb.gov.cn/wyly/201903/t20190327_12151781.htm",2019-03-27,"Compatriots",3
"399","国台办:“31条惠及台胞措施”落实工作继续取得积极进展_中共中央...","http://www.gwytb.gov.cn/wyly/201804/t20180411_11941949.htm",2018-04-11,"Compatriots",2
"400","大陆取消台胞就业许可获台青点赞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/jy/zxzx/201808/t20180820_12049578.htm",2018-08-14,"Compatriots",2
"401","重庆发布惠台“58条”引台胞台商热议_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jj/zxzx_43783/201809/t20180905_12055815.htm",2018-08-31,"Compatriots",2
"402","广州市台联赴港拜访旅港台胞社团_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/local/201704/t20170411_11742815.htm",2017-04-07,"Compatriots",1
"403","青海省台办走访慰问台胞台属_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201601/t20160128_11377243.htm",2020-11-12,"Compatriots",30
"404","国台办:民进党当局公开打压到大陆工作台胞不得人心_中共中央台湾...","http://www.gwytb.gov.cn/wyly/201903/t20190327_12151779.htm",2019-03-27,"Compatriots",3
"405","刘结一:将出台更多政策措施让台胞在大陆受益_中共中央台湾工作...","http://www.gwytb.gov.cn/newsb/201801/t20180126_11911302.htm",2018-01-25,"Compatriots",3
"406","厦门市车管所持续20年为台胞换证开辟绿道_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201704/t20170425_11753330.htm",2017-04-24,"Compatriots",1
"407","国台办:“26条措施”是“真金白银”的措施 给台胞带来更大发展...","http://www.gwytb.gov.cn/wyly/201911/t20191113_12217880.htm",2019-11-13,"Compatriots",2
"408","达州市急台胞所急悉心补办台胞证_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201407/t20140723_6696250.htm",2020-11-12,"Compatriots",30
"409","台胞捐造血干细胞救助海南白血病患者_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/guide_rules/exe/201305/t20130531_4265942.htm",2013-05-30,"Compatriots",1
"410","吉安市台办台联领导走访慰问台商台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201702/t20170215_11699740.htm",2020-11-12,"Compatriots",30
"411","国台办投诉协调局局长王刚畅谈台胞权益保护工作_中共中央台湾工作...","http://www.gwytb.gov.cn/tbqy/zongshu/201602/t20160201_11379929.htm",2015-12-22,"Compatriots",2
"412","四川省台办召开对台经济和台胞权益保护工作专项会议_中共中央台湾...","http://www.gwytb.gov.cn/local/201406/t20140618_6337439.htm",2014-06-18,"Compatriots",1
"413","台胞在大陆参加职称评审享受同等待遇_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201912/t20191225_12227926.htm",2019-12-25,"Compatriots",2
"414","雅安市人大常委会副主任彭学松调研台胞援建项目_中共中央台湾工作...","http://www.gwytb.gov.cn/service/201704/t20170410_11741688.htm",2020-11-11,"Compatriots",14
"415","安乡台办为返乡台胞保驾护航_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/service/201704/t20170411_11742963.htm",2020-11-11,"Compatriots",14
"416","国台办:大陆经济不断发展将给台企台胞带来更大发展空间_中共中央...","http://www.gwytb.gov.cn/wyly/201909/t20190911_12200829.htm",2019-09-11,"Compatriots",1
"417","湖北省台办:积极协助滞留湖北台胞平安顺利返乡_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202003/t20200328_12260478.htm",2020-03-28,"Compatriots",1
"418","国台办:民进党当局恐吓滥罚在大陆发展台胞不得人心_中共中央台湾...","http://www.gwytb.gov.cn/wyly/202004/t20200430_12271305.htm",2020-04-30,"Compatriots",1
"419","完全清楚了!民进党当局“实锤”斩断台胞返乡路_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202002/t20200228_12249347.htm",2020-02-28,"Compatriots",1
"420","台胞在大陆就医的其他相关办事事项?_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/jy_43772/zxzx_43774/201512/t20151203_11156555.htm",2015-12-03,"Compatriots",7
"421","台盟中央、全国台联举办“2010年在京台胞中秋茶话会”_中共中央...","http://www.gwytb.gov.cn/zlzx/zchb/201801/t20180103_11886618.htm",2010-09-19,"Compatriots",1
"422","大陆方面建议由东航和华航共同执飞运送在湖北台胞返乡 台湾方面...","http://www.gwytb.gov.cn/wyly/202002/t20200227_12248668.htm",2020-02-27,"Compatriots",1
"423","福建:更多台胞担任涉台案件陪审员调解员_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zn/jy/201305/t20130524_4240448.htm",2013-05-22,"Compatriots",1
"424","大陆确诊的首例新冠肺炎台胞患者在深圳痊愈出院_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/202002/t20200212_12242295.htm",2020-02-12,"Compatriots",3
"425","国台办介绍各地各部门落实“31条惠及台胞措施”新进展_中共中央...","http://www.gwytb.gov.cn/wyly/201806/t20180613_11965183.htm",2018-06-13,"Compatriots",2
"426","驻马店市台办帮助台胞解决子女入学实际困难_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/gxtbsh/201808/t20180830_12053490.htm",2018-08-30,"Compatriots",1
"427","台胞在就业过程中自身权益受到侵害时的解决途径_中共中央台湾工作...","http://www.gwytb.gov.cn/zn/jy/201211/t20121119_3378877.htm",2020-11-11,"Compatriots",14
"428","台胞前往乐山市开展寻“根”之旅_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/lajlwl/lawhjl/201809/t20180912_12058480.htm",2020-11-11,"Compatriots",14
"429","台胞在大陆从事个体经营_中共中央台湾工作办公室、国务院台湾事务...","http://www.gwytb.gov.cn/zn/jy/201211/t20121119_3378869.htm",2020-11-11,"Compatriots",14
"430","国台办投诉协调局局长王刚到武汉调研台胞权益保护工作_中共中央...","http://www.gwytb.gov.cn/service/201407/t20140709_6526972.htm",2020-11-11,"Compatriots",14
"431","国台办:大陆台胞提取使用住房公积金权益将得到有效保障_中共中央...","http://www.gwytb.gov.cn/wyly/201712/t20171227_11884418.htm",2017-12-27,"Compatriots",1
"432","广西举行2014年台商台胞台属代表迎春座谈会_中共中央台湾工作办公...","http://www.gwytb.gov.cn/local/201401/t20140116_5538177.htm",2014-01-16,"Compatriots",1
"433","文化和旅游部:台胞可于大陆任一省、市、自治区报考导游_中共中央...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201806/t20180619_11966524.htm",2018-06-12,"Compatriots",3
"434","昌邑市台办完善三项机制维护台胞合法权益_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201706/t20170605_11794327.htm",2020-11-11,"Compatriots",14
"435","台胞王利群拆迁补偿纠纷案圆满解决_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201706/t20170605_11794802.htm",2017-06-05,"Compatriots",1
"436","淄博市公安局出台十项服务台商台胞措施 深受欢迎_中共中央台湾...","http://www.gwytb.gov.cn/wl/zxzx_43786/201412/t20141216_8376944.htm",2014-01-27,"Compatriots",2
"437","国台办介绍落实“31条惠及台胞措施”最新情况_中共中央台湾工作...","http://www.gwytb.gov.cn/wyly/201804/t20180425_11948532.htm",2018-04-25,"Compatriots",1
"438","广州举办说明会 宣讲“广州60条惠及台胞措施”_中共中央台湾工作...","http://www.gwytb.gov.cn/service/gxtbsh/201808/t20180827_12051801.htm",2018-08-27,"Compatriots",3
"439","在汉台胞第一时间申领台湾居民居住证_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201809/t20180906_12056305.htm",2018-09-06,"Compatriots",3
"440","面向台胞开放的专业资格考试_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jy/rd1/lai1/201312/t20131231_5456871.htm",2020-11-11,"Compatriots",14
"441","福州交巡警设“绿色窗口”服务台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8379143.htm",2013-08-25,"Compatriots",1
"442","郑州市台办召开服务台胞台企座谈会_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201707/t20170726_11823927.htm",2017-07-26,"Compatriots",1
"443","广州市台办扎实做好台胞权益保障工作_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/tbqy/201504/t20150421_9624295.htm",2015-04-17,"Compatriots",1
"444","山东省烟台市公安局制定服务台商台胞十项措施_中共中央台湾工作...","http://www.gwytb.gov.cn/wl/zxzx_43786/201412/t20141216_8377805.htm",2014-09-16,"Compatriots",1
"445","台胞到闽参加司法考试趋热_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/zn/jy/201212/t20121226_3490396.htm",2012-12-21,"Compatriots",3
"446","313名台胞福州报名专利代理人资格考试 同比增长13.4%_中共中央...","http://www.gwytb.gov.cn/zzks/zxzx_43780/201412/t20141216_8379090.htm",2014-06-29,"Compatriots",1
"447","“维护台商、台胞合法权益,深入推进河南自贸区建设”座谈会在郑州...","http://www.gwytb.gov.cn/service/201709/t20170920_11844652.htm",2017-09-20,"Compatriots",1
"448","广州出台60条惠及台胞措施_中共中央台湾工作办公室、国务院台湾...","http://www.gwytb.gov.cn/jj/zxzx_43783/201808/t20180806_12043995.htm",2018-07-30,"Compatriots",1
"449","上海长宁区为台胞台属开展贴心律管家服务_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/201604/t20160428_11446330.htm",2016-04-28,"Compatriots",1
"450","2014年对台经济工作和台胞权益保护工作会议在南昌召开_中共中央...","http://www.gwytb.gov.cn/newsb/201403/t20140328_5921967.htm",2014-03-28,"Compatriots",1
"451","河南各地春节前走访慰问台商台胞台属_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/service/gxtbsh/201802/t20180224_11926716.htm",2018-02-13,"Compatriots",8
"452","首日在闽申领居住证的台胞:期待已久,真正实现“同等待遇”_中共...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055907.htm",2018-09-01,"Compatriots",7
"453","台胞台商热议陕西惠台""60条"":期盼落实、共享机遇_中共中央台湾...","http://www.gwytb.gov.cn/jj/zxzx_43783/201809/t20180925_12095047.htm",2018-09-18,"Compatriots",1
"454","常州市用足用活三项机制 维护台胞合法权益_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/fwtqfa/201807/t20180716_12035985.htm",2020-11-11,"Compatriots",14
"455","上海市台胞服务中心为“陆生”搭建择业平台_中共中央台湾工作办公...","http://www.gwytb.gov.cn/service/cxggjc/201503/t20150318_9325611.htm",2015-03-18,"Compatriots",1
"456","刘结一主任在安徽走访调研并慰问台胞_中共中央台湾工作办公室...","http://www.gwytb.gov.cn/wyly/201901/t20190118_12133063.htm",2019-01-18,"Compatriots",2
"457","厦门海沧涉台法庭服务台胞 七成靠调解化纠纷_中共中央台湾工作...","http://www.gwytb.gov.cn/guide_rules/method/201305/t20130531_4265906.htm",2013-05-28,"Compatriots",1
"458","重庆办首张港澳台居民居住证 台胞祖孙三代“落户”_中共中央台湾...","http://www.gwytb.gov.cn/jl/zxzx_43777/201809/t20180905_12055875.htm",2018-09-01,"Compatriots",7
"459","南宁市各界齐心合力救助重病台胞_中共中央台湾工作办公室、国务院...","http://www.gwytb.gov.cn/service/201703/t20170331_11736301.htm",2017-03-27,"Compatriots",1
